text,label,sa
"My whole life about change next week -_- not ready at all
",0,1
" they comedyyyy
",1,0
"Fuck they Keep talkin bout Schools Closing On the News , WHEN THEY GON GET ON THE TOPIC OF BRANDON GETTIN KILLED ? âï¸
",0,0
"S/O to  for them real asz tweets .!! â
",0,0
"Best relationship I have EVER had . Never been treated so well .
",1,1
"They Left Me
",0,0
"Cuz they scared â  : Lmaooooo y'all still got your star QB out there â
",0,0
" thanks I'm hoping so !!! We'll see
",1,1
"Going to try and go to bed
",0,1
"â  : It's hump day and I ain't hump shit îââ
",1,0
"I should've stayed tf home !!!!!!!
",0,0
"I would be messy but oomf on here
",0,0
"Lexi has seriously been so mean lately
",0,1
"Not tha nigga phone off
",1,0
" IM GETTING IT . I LOVE IT
",1,1
"Christmas brings out a whole new side of crazy in my cats .
",1,1
"ughhhh this sinus infection has GOT TO GO #thankyouweather #ihateyou
",0,1
"Shut up Rish
",0,0
"Shout Out To The Bitches That Went To Go See A Nigga In The Rain
",1,0
"Siingle R Taken
",1,0
"She told me \ don't worry about it "" FAKEEEEEEEEEEEEE ""
",0,0
" no we both
",1,1
"I get to hang out with my bestfriendddd
",1,1
"I'm always Getting woke up for my momma damn packages
",0,0
"My titty split â  : Piggy is Sooo funny her and sister man â
",1,0
"Ugh ugh ugh . I was going to go to Hard Times and be an antisocial hipster for an hour but I don't have any cash .
",0,1
"Devon Gonna Ask Me About Shoes And Not Reply Wtf
",1,0
"Literally today was the longest day of my life , & tomorrow will be worse
",0,1
"Text me again . I dare you .
",0,1
"I'm mad AF I don't have any barbecue for these wings
",0,0
"So . Fucking . Exhausted
",0,1
"Step Up Ya Game Or Lose Your Bitch Nigga , It's Simple As That
",0,0
"Bowling & bio today ! My day ends early so happy for no lab
",1,1
"I was about to pay my comcast bill but that shit is $27 too high WTF I'm pretty sure I changed my services 2 weeks ago Dumb fucks !
",0,1
"I cant leave you alonee , you got me feenin
",0,0
"Poured all night and still no snow .
",0,1
"I'm going to sleep
",0,0
"Will smith is
",1,0
"Thanks for waking me up .
",0,1
"Superbad never gets old
",1,1
"I think I chipped my tooth when I was sleeping
",0,1
" is bae ! trappin ain't dead
",1,0
"ard ` ard real shit cause I'm hungry lol
",0,0
"ugh . back to a long week of school work and bills
",0,0
" that was low
",0,1
"\When the guy meets my parents we have to for to five houses "" My life in one sentence . #GirlCode ""
",1,1
" I seriously hate you so much .
",0,1
"It's pathetic that I'm afraid to sleep in my own house at night . So many break ins on my road . Waynesburg really is a giant shit hole
",0,1
"The last thing I wanna do is go to work tonight when I'm deprived of sleep
",0,1
"Laying in bed feels so good
",1,1
" hahahaha . I miss you
",1,1
" like you
",1,1
"Can you just come home to me already , I miss you so much
",0,1
"Chris ! Lmaoo !
",1,0
" if you can go early ! I have to do a pickup at 11
",0,1
"There's no point in anything without it
",0,1
" yeah we should mf want is to cum outt there n turn up with themm
",1,0
" love yaaa
",1,1
"Direct me numbers & emojis .. I'm bored
",1,0
" you napped all day ya lazy head
",1,1
"Haha I literally have THE best best friends     
",1,1
"I Havent Talked To Myy Bffl All Weekend
",0,0
" .. text me
",1,0
"Lauren London - my ex girlfriend thou you real cool and we had funn on the 4 th and Saturday ! Catch my bday tweet 1:01
",0,0
"Today Was Crazy But I Had Fun
",1,0
"Crying at the fact I have to be up in less than 4 hours .
",0,1
"Every girl that say I'm a hoe done got hit by me or a nigga I know
",0,0
"what am I saying ? It's winter
",1,0
" i really miss you
",0,0
"New Avi ..... Blahh
",1,0
"Gotta couple shottas on my team
",1,0
"Reading mines &  old messages on fb & lawrd Jesus I'm crying
",1,0
"Joe told my mama he wanna move to the heights ... Na she thinking about it
",0,0
"FUCK THE HEAT & EVERBODY WHO WITH EM
",1,0
" AVI >>
",1,0
" saved my day
",1,1
"wanting something you can't have sucks
",0,1
"im sooooo fckin tired of seein ' tht sloth on the gram tho
",0,0
"Haha just got a good laugh in
",1,1
"4 days to long
",0,0
"Nothing like an NFL player coming to town to surprise you at work . Made my day
",1,1
"This nigga said Kevin Durant Better then Kobe
",1,0
"â  : I aint expecting nun new for 2014 . Bitches still gone be ignorant & niggas still ain't gone be loyal . â
",0,0
"Jackson avery in greys anatomy is perfect
",1,1
"Worryin bout how im eatin ! Bitch u gone starve !
",1,0
"I CANNOT sleep with this nigga snoring in my ear !
",0,0
"I Wanna Go With #Oomf
",1,0
" Yeah that is rough . Praying for them now ... I can't even imagine doing that & am glad I can't .
",0,1
"5:30 is to damn early .
",0,1
"Take Me Home-Bottleneck
",1,1
" I am covering you all in my thoughts !!!
",0,1
"Trill play all fckin day yo
",1,0
"â  : I got a thing for girls , but I'm not a lesbianâ
",0,0
" I'm giving it out to various family members for Christmas
",1,1
"I miss when me Allie and Laur hung out 24/7
",0,1
"Finally applied to college today I maybe be a little behind . Oh well #SeniorProbs
",1,1
"How am I supposed to choose ?
",0,1
"My brother straight sooooooo funny !!
",1,0
" not like that d mack lol
",1,0
"I love wakin up to mi bad
",1,0
"American horror story coven
",1,1
"â  : I dont got the heats cool ass so dont heat âlol ite
",1,0
"I just tried to race a cop
",1,1
"I miss taking to my Brandan , he's always sleeping by time I'm able to come over #somuchtotalkabout #bestfriend
",0,1
"â  :  they Dnt hear us though cuz I'm going be out hereâ it's only right ! # snatch gang
",1,0
"Now everybody doing slide shows on IG of they pics ... come on !
",0,0
"I love Jenna marbles
",1,1
"Good Morning  â
",1,0
"I hate feeling so sick .. Wish mamma was here to take care of me
",0,1
" this is funny for multiple reasons but the first being that we were just talking about this today
",1,1
" I know
",1,0
"â  : All the ppl I was with lady night was blind ... â last & fuck u I'm not blind any more !
",0,0
"You hoes look sad , pop a since u so mad
",0,0
"Never knew how crazy my cuz was til today
",1,0
"I want new panties
",0,1
" lmao !!!! Word .
",1,0
"Burke going to Utah to move back
",0,1
"I can't believe all the the holiday cheer and Christmas is gonna be over in two days .
",0,1
"Can't wait to hit the gym after work with my favorite ! #twitterlessashley
",1,1
"I swear I'm always in the office
",0,1
"Can I relive that night just one more time ?! PLEASEEEEE
",0,1
"Caleb big brus tho
",1,0
"Wishing I didn't think about you so much !!!
",0,1
"Niggas never got a ride
",0,0
"â  : face ass !! â
",1,0
"who taught you how to do that girl ? Toddy
",1,0
"accepting the fact that you like her . thanks for leading me on though .
",1,1
"Lol nisha said I'm like the lil Sista she Neva had I'm always tellin and shit
",1,0
"I have a love/hate relationship with The Vow
",0,1
"lunch date with  today and one thurs with 
",1,1
"What a supriseeeeee . I expected so much more from you
",0,1
"Gotta headache outta this world !
",0,0
" just found your taper ... Just stepped on it . Knowing my luck it was facing up on my bathroom rug . Just my luck . #ouch
",0,1
"Can someone PLEASE point me in the right direction ?! I'm lost .
",0,1
"Literally been texting Kiki ass all day but when I do t respond fat enough to her tweets it's a problem lol
",0,0
"NITE NITE TWITTER
",1,0
" no . Today was history project and math . Tomorrow is test corrections and anatomy .
",0,1
"Had to show  and  my twerking skills I've been practicing
",0,0
"Full body massages
",1,1
" awe I'm sorry I said I had to go to senior awards night and I didn't know it would take so long , so I'd send you later
",0,1
"I have no motivation to get ready right now ....
",0,1
"We pull up to a liquor store\Alright you coming in ? Oh wait you can't HAHA "" Oh your jokes are sooo funny mom ""
",0,1
"Ew I really don't wanna drink this stupid orange shit for my blood test
",0,1
"I knew a couple bitches that love takin bird baths in shit like , like TF they scared of water bitch u need to Soak I know it's been a min
",1,0
"He always mad
",1,0
"random phone calls are my favorite âºï¸
",1,1
"I've definitely got a good one ! #happy
",1,1
"I'm tryna be nice to shawty , but she bouta make me mad
",0,0
" I so what if I do like it ?! Whatcha gonna do ? And good morning
",1,1
"Bout to just go to sleep on Jahsheia since she wanna txt all slow
",0,0
"Feasting then studying for the rest of my life
",0,1
" haha thanks !
",1,1
" thanks but it's okay with me if it keeps growing !
",1,1
"I really hope I'm not getting sick , I feel like iv been hit by a truck
",0,1
"Buying a car tomorrow so pumped .
",1,1
" I have truancy so I can't and I have to go to my moms anyways next weekend were hanging out . Don't make plans
",0,1
"Nobody be texting me lol I need new contacts
",0,0
"\  : dre feel lame cause I blocked his ass on twitter . "" ""
",0,0
"I like confused dykes . They don't know what they want , Until they meet me ...
",1,0
"\  : BOOSIE AT THE #BLACKRODEO "" when he get out ""
",1,0
"   good thing I'm not pregnant
",1,1
" I know but you blew me back my kiss so I know its real
",1,0
"My phone just made a random tweet wth lol
",0,0
" i was rollin !!
",0,0
"#LegDay gotta keep the tree trunks
",1,1
"So . Much . Homework
",0,1
"Hoe : Omg im not going to have a boyfriend on valentines day !! ... Me : CAN YOU NOT
",0,1
"<<<<<< Dhat Text
",1,0
"   I hate you guys ! I wanna be there
",0,1
"Heading N #95 to see some foliage . Hope it's not too late in the season !
",1,1
"Can Friday come any faster !
",1,1
"I can never stay sleeping past 8 when I get to sleep in
",0,1
"I wish I Never Released a lot of pics Of Ny'Shay ' mf's Post anything under Pics these days
",0,0
"I could seriously put ranch on almost everything
",1,1
" Lol Ahhh whatever btw Thankx love ! ââ¨
",1,0
"Bees are surrounding my car and I don't like this very much !
",0,1
"I'm Not Even Feeling Myself Nomore
",0,0
"  and that's why you love us sooooooo much Casey !
",1,1
"Damnâ  : Can't find my wallet â
",0,0
"If only I could meet  over spring break
",1,1
"Hoes Love Being Talked About On Twitter
",1,0
"My mom is doing a pretty good job raising threekids on her own
",1,0
"I keep on getting bit up
",0,0
" I don't have any lol , it was a reference to the vine ...
",1,1
"I wonder what happen to my caught slippin pic of Talia
",1,0
"Donte >>>>> big ass lips lmao
",1,0
"got so much to do in the morning & im up doing a sew in ... oh & coloring my hair back blizzack
",0,0
"My mommy did that when she made up put a crown on Sumaria head
",1,0
"leelee mad these nuts my nigga
",1,0
"I miss my bf
",0,0
"This is going to be a great month !! I can feel it
",1,1
" I miss you to bro
",0,1
"Everybody tweeting sex songs
",1,0
" awh text me
",0,1
"God my snapchats are soo cute !!
",1,1
"I hate when I forget what I was about tweet
",0,0
"These niggas just don't know cheating get you killed you going fuck with the right female feelings & you going be a dead soul
",0,0
"I need to finish this project
",0,1
"One of me is like having 2 bitches !!! âºâº
",1,1
"My dinner tonight >>>>>>>
",1,0
" ya just aggravated thanks for checkin on me
",1,1
"Realest shit ever
",1,0
" I still working and I don't have a bathing suit with me
",0,1
"I fuck with chu like a middle finger !
",1,0
" Unofficial Round 2 ? haha I'll definitely have to make it down for that ! Thanks Blake !
",1,1
" I bet ya ass go guard at all times
",1,0
" i know what it means
",1,0
" lol yea I already kno !!!
",1,0
"Don't get me wrong , I love the snow , but why today ?!
",0,1
"Bull Fuckin Shit Bitch
",0,0
"Baby I could Shut it down . .
",1,0
": she was at basketball practice eyeing me down talking bout she want me babyy nooo
",1,0
"My bf really got drunk and was getting on my nerves
",0,0
"Did I ask him do he care .
",0,0
"Bae finna go to sleep , so goodnight
",1,0
"Still woke watching tv
",1,0
"I've honestly never regretted anything as much as I did since I let you go . By far , the worst choice I've ever made in my life so far #
",0,1
"I swear to god if this kid does not tell me
",0,1
"Promise I ain't happy right now !!!!!
",0,0
"Confused why not everyone loves red lobster like I do ? Like those biscuits c'mon now
",1,1
"My brother didn't even invite me on his blunt cruise
",0,1
"They don't know about US
",1,0
"Tomorrow is jojo's last day
",0,1
"Kik with auntie , that's my manss
",1,0
"Everybody checked on me !!
",0,0
"I'm getting sick I don't wanna move
",0,1
" Awh you too ! Sorry ! I feel so bad now ! I love you ! â¤ï¸
",0,1
"erbody keep saying I'm fat
",0,0
"My head is KILLING ME
",0,1
" Just being truthful
",1,1
"Only If He Could See My Tweets !
",0,0
"I have a video of me trying to teach Tanner how to twerk on my phone .
",1,1
" Np boo
",1,0
"â  : They need a taco emoji mannnnne â
",0,0
"why am I still laying in my towel , this is so lazy
",0,0
"This class is really blowin me
",0,0
"that's to funny !!
",1,0
"8 days till I see the doctor . I just want to know what's wrong already !
",0,1
" i didnt even recgonize you yesterday !! But you look really good ! nice seeing you !
",1,1
" you drawn
",1,0
"Jasmine on 10 how she gone get mad at me for retweeting something ? Twitter wouldn't be twitter with out people retweeting shit . lol
",1,0
"Fake bitches , snake bitches , swear I hate bitches
",0,0
"Having a good laugh with my family bout the old days : ))
",1,0
"The stuff I tweet makes me look like a freak but I swear I'm not â
",0,1
" How do you jump someone & do no damage ? Them niggas pussy's! I'm trying to put them all down again .
",1,1
"In bout to go back to sleep my mama come calling me with BS this morning
",0,0
"\  : Someone needs a hug haha "" i do .. lol ""
",0,1
" : heeeiiii ..... whatsapp ???
",1,0
" great im at work . Home in 2 ish hours ! Have a great day luv !
",1,1
" you thought that ps3 was broke
",1,0
"the post i just saw >>>
",1,0
"Og then came clutch
",1,0
"Off work thgh so I'm free from plantation as my cuz calls it
",1,0
"Joseline said hey maid #LHHATL
",1,0
"They be like real niggas born in ...... And they list every month
",0,0
" I saw them ! That's what inspired me haha
",1,1
"â  : little dick . âb gotta hate that
",1,0
" Thanks dude Also , new people !!
",1,1
"Just got jumped my frank & poodie
",1,0
"#ThingsGirlsLike being called beautiful
",1,1
"If you have \pot smoker "" or any thing like that in your bio ..... #basic ""
",0,1
" goooood luck !
",1,1
"Going to be sick for homecoming this weekend
",0,0
"I think my Emojis do a WAY better job in describing how I feel then I could put into words any day .
",1,1
"Niggas Be Living In The Good Suburbs Talm Bt Savage Life
",1,0
"I wanna see my grandma , I miss her so much
",1,0
"Sad thing is , I have this idea for a life changing project and he was gonna help . He didn't know it yet , but he would have .
",0,1
"All I can think about is how in less than 24 hours I'll be seeing drake
",1,1
" I gotta work today
",0,1
"Some days I just wear a even tho I b
",0,0
" lol not you
",1,0
"The mf was too wild and ratchet to even talk about
",1,0
" of what ?
",1,0
"she need to hurry up I wanna go to Ihop so baddd
",0,0
"\  : Raquel a clown but w/e goodmorning y'all "" how ? ""
",0,0
"MF always got some to say about light skin niggas !
",0,0
".... oh okay
",0,1
"Smile on my face
",1,0
"Miley Cyrus pandora station right now >>> â¤ï¸
",1,1
"school was good
",1,0
"Times like these I really miss my pop yo ! Smh
",0,0
"Niggas Sneakers Be Fucked Up , But I Be Seeing Bitches Shoes That Look Like They Got Hit By A Train
",1,0
" GAG MICHELLE
",1,1
"Mega number was 7
",1,1
"Me and Morgan are talking about a guy and she thinks he's hot but he's not acceptable cause he has fuzzy hair
",1,1
"Strept right before school .
",0,1
"Loiter squad hella funny
",1,0
"I don't get this assignment
",0,1
"21 text messages since yesterday wtf I been doing that ion check my shit
",0,0
"IPad on 2%
",0,0
"I'm in so much pain ..
",0,1
"Camel toes make panties look better
",0,0
" okay I stop .......................................................................................................... now
",1,1
"Bitches be like \I Don't Like You "" I be like "" Umm And Who Are You Again "" ? ""
",0,0
" What's the reason ??
",0,1
"I Shole take p.e 1st period Thats BULLSHIT
",0,0
"Lol oh man that Bud Light commercial was the best commercial ever !
",1,1
"somebody come slide on me
",0,0
"  tf
",1,0
"I'm gay and I'm proud !
",1,1
"Working my life away this weekend
",0,1
"I'm friends with the monster that's under my bed
",1,1
"somebody call me !
",1,0
" i can't help it ! It's just how I am .
",1,1
" Where's our award ? I think we qualify for est rappers of the year "" . ""
",1,1
"Happy Friday !!
",1,1
"lmao \  : Even in the sims I couldn't stay in a relationship it's just no hope for me """"
",0,0
"Kaitlyn probably spit in my Italian ice ...
",0,1
"I'm gone fool .
",1,0
" respect â
",0,0
" thank you !! I'm sure I'll love it . xoxo
",1,1
"  I'm an 8 . I'll figure something out . And not sure where it's at
",1,1
"I look completely different when I smile . Like normally my eyes are big and round , but take a picture or get me to laugh and I look Asian
",0,1
"Rey cuss Shawn out â
",0,0
"Never miss a good thing til it leaves you .
",0,0
"  omg why not though ? Sorry bud
",1,1
" , lmbo lol .. no comment . bring me some rotel tomorrow .
",0,0
"Why do people stare ?.... #rude
",0,1
"\I'm just so proud . Like , ' he's giving a sermon right now . "" Best thing I heard all night ! ""
",1,1
" nigga .....
",0,0
" aw ok cool
",1,0
" wait I swear to God on my ppl you think I'm playing but I'm NOT
",1,0
"Dude , Like where tf Trey at ?!
",0,0
"Ha bae funny
",1,0
"#MusicMondays aren't impressing me so far ..
",0,1
" lmao okay desenia u get my vote for them shoes
",1,0
"Correction , Im Just BLUNT AF & You Pussys Are To Sensitive
",1,0
" I love you ! Can you PLEASE PLEASE NOTICE ME ? best guy directioner ever !!! Please !!?? 87
",1,1
"My girlfriend got her she all sexy & chocolate & shit
",1,0
"But Rest Of Y'all Suckas Can Die Honestly
",0,0
"Power went out for no reason ! and moms mad cause she just tripped over my shoes !
",0,0
"Other schools complain about their dress codes when they can where whatever they want , but new castles has a legit dress code ? Oh ok ! â
",1,1
"Where he be trying while me out I find it funny
",1,0
"I'm pretty sure you're the one that needs to write the apology letter this time
",0,1
"â  : I want some McDonald's âfat ass .
",0,0
" that's scary but funny at the same time
",0,0
" what in the hell is Kathy doing
",1,1
"I don't know how I should feel about this
",1,1
" you didn't text me back two times !
",0,1
"  make Time for us
",0,1
"Not a day go bye that I don't think about My Brothers future . .
",0,0
" perf ! i work 10-2 , can't wait to finally meet her
",1,1
"Not enough time
",0,1
"Saying goodbye to any chance of having a social life for the rest of this week
",0,1
"EVERYONE WATCH MY SNAPCHAT STORY YOU WILL CRYYYYY
",1,1
"The drive from Eldridge to Chicago is SO BORING IM GOING TO CLAW MY EYES OUT I JUST WANNA BE IN ALABAMA ALREADY #StruggleIsReal
",0,1
"Playing soccer today wore me out !!
",0,1
"#TruthAboutMe I steal my parents change when it's in the washing machine and put it in my change jar .
",1,1
" Gabby , you crack me up
",1,1
"Headed Tew Church #Blessed
",1,0
"â  : lol I will never understand ppl waking up horny â it's natural for males
",1,0
"Like , I'm done . Can't handle it anymore . It is too late to be doing all this . Goodnight .
",0,1
"    not working today
",0,1
"B4 Katrina it was either you From Uptown or Downtown !!!! Nothing else didn't Matter lmao
",1,0
" when I say hey watchu usually say ????
",0,0
" but that's when I'd wanna flaunt it the most . no one would ever see it otherwise .
",0,1
"lOlx ! I want a long tight hug !! and make sure you grab my butt when you kiss me .
",1,0
"I'm watching the fights tonight
",1,1
"Of course it's finally nice outside and I'm sick
",0,1
"I don't be understanding half of the Stuff She talk about !
",0,0
"Looks like I'll be lonely this NYE
",0,0
"â  : I Wish iPhones Had Block Lists â
",0,0
"Great New Years with great people   
",1,1
"hey fans i love you wyd ?  im thinking about Dre I love u more sweetie
",1,0
"FORREAL doe â  : Wack ass SPRINT .!!! â
",0,0
"these fake freaks on mt TL
",0,0
"wait we had him friday but i wasnt there , oh
",0,0
" man damn !!!
",0,0
"I lowkey like irritating my boyfriend .. shit funny as hell . he get so mad
",1,0
"Shizz And Tre Kept Callin Ppl Cunts
",1,0
" . I know smh . I need a Job to occupy my time . U in Petersburg or you here ?
",0,0
" good morning sis !
",1,0
"Plz keep snowing , ion wanna go to school tomorrow
",0,0
"Now that I'm dead from staying up all night , I KNOW the day will ddddraaaaaaag onnn
",0,1
"Own that shit It's yours
",1,0
"I'm at work literally at my last tweet but she do love getting her grandson and he love going with her
",1,0
"Is it sad that im actually really excited for thanksgiving ...
",1,1
"I'm just jealous and I have no right to be
",0,1
": Wait What happened What do we do What do we write When's the test What is this How do you do this What â algebra today
",0,1
"Miss my bf . #needtogohome
",0,1
"I think Oomf tweeting about me
",1,0
"They called me for my retro gamma 12's Wait till 12/26 OVERR
",1,0
"When  does her heeeeeyyyyyyyy to people she hasn't seen in a while
",1,1
" lol real
",1,0
" I had a new one every week ... One of them was def like xxoOxseXyjEnNxxo
",1,1
"I miss my best friends Taylor and yemily
",0,1
"\  : scrappy mean aab "" îî ""
",1,0
"Train , Gavin DeGraw and The Script
",1,1
"â  : Erika cuteass gon be there tomar â
",1,0
"Jeremy called me autistic .
",0,1
"I just thought about  freshman year & how everyone in the back of the bus thought her & her brother were dating .
",1,1
"Once I'm done with a nigga I am done no going or coming back .
",0,0
"Just washed my hair >
",1,0
" who ? Me .. noooo !
",1,1
"anotha lonely ass night
",0,0
"Im at school just sitting here waiting to take the isat`s how long am i gonna b in , school
",0,1
"93 tomorrow and I have nobody to go to Water Country with
",0,0
"Sitting by the fire
",1,1
"If you dont eat cream of wheat youu eat ASS
",1,0
"Ray j jealous ass
",1,0
" I wish I wasn't working so I could goooooo !!!!
",0,1
" dont be sad , your almost done !
",1,1
" lol lightskin shit
",1,0
" I took a solid nap when I got home , âºï¸
",1,1
" TAKE IT NOW SO WE CAN HANG OUT
",1,1
" Dina I miss you
",0,1
"Having the flu is seriously the worst thing ever . I just want to eat something and actually be able to taste it ...
",0,1
" love you
",1,1
"Just fucked some food up , IM FULL >>>
",1,0
"I gotta go see  and the baby later .. Korrah
",1,0
"    lil did that shit
",1,0
"Grounded till homecoming
",0,1
"â  : Rihanna wassup boo , I know how you feelin cause Chris hit me too . â No they didn't!!!!!
",1,0
"Even tho you make me cry I wanna stay with you , people tell me leve you tell me I don't need you I'd be better off .
",0,0
" I didn't bring $ into the bathroom bc I wasn't prepared so I got a stern talking to by momma bear and then sent back in with $
",1,1
" still not where you're suppose to be
",0,1
"Oh he broke it !!!! Ohhhh true alpha !!!!!
",1,0
"Bc if yu was rocking with me all yr don't rock with me now
",1,0
"Its still rainin .
",0,0
" lol some girls have trouble grasping the concept of 18+ ... Like go home and study or something
",1,1
"\What's worse than 10 babies nailed to a tree ? ""  ""
",0,1
"I love being with my family â¡
",1,1
"I'm jus one lonely mfer ' Haha it's really not funny tho
",0,0
"Outside enjoying the sun missing my boo
",1,0
"Can't wait til this weekend now
",1,1
" the power doesn't always have to be out .
",1,1
"Anyways I'm done GOOD NIGHT PEEPS
",1,0
" girl me too i dnt got nobody business up
",0,0
"Damn u 4 and cute af ""
",1,0
" dnt  me talking tht bullshit \yu know the shit "" ""
",0,0
"Baby Wake Up
",0,0
"Headaches finally let up some thank god ! New episode of The Walking Dead tonight #chillmode
",1,1
"Ughhhh , I gotta take that algebra 1 test tomorrow !!!!
",0,0
"I just wanna curl up next to #oomf & get my stomach rubbed .
",0,0
" I like those too ! They're just all so expensive , wah .
",0,1
"I wanna go to the moon bow
",0,1
"I'm not even tired anymore .. It's gonna be a long night ..
",0,1
"Watchin Scooby Doo With My Main Man YY
",1,0
"2Times made me smile && Dobey almost killed me
",0,0
"I CANT WAIT TO SEE BAMBI TONIGHT 
",1,1
"I hate being sick for real . I gotta lay down
",0,0
" poor drake no new clothes either huh damn
",0,0
"So tried of all the man ppl just don't understand man
",0,0
"Fevers suck . Body aches suck . Being sick sucks .
",0,1
"It's hot af .
",0,1
" that's so beautiful
",0,1
" Goodmorning Babyy Gal
",1,0
"I hate how everybody goes to bed so early
",0,1
"I just notice That I have only 1 cupcake left
",0,0
"I could have got tatted today but I'm not even homee .. Bummerrrr
",0,0
" yep . don't care . I have my moments . As long as they don't get me killed . Lol .
",1,1
"In such a bad mood .
",0,1
"I have only had 2 days off in 3 weeks
",0,1
"I have so much studying to do
",0,1
"The ending of Prison Break put me in a bad mood
",0,1
"My momom just caught my mom & her sister cussing . Now there on punishment
",1,1
"Why did I stay up so late last night ?! #sotired
",0,1
"Im ready to get back in my bed im tired
",0,1
"I'm gonna miss everybody ..
",0,0
"Hit my DMs Boo
",1,0
" Awh why not
",0,0
" I fixed it . #embarrassig
",1,1
" Yeah I'm already burning up in my sweatpants
",0,1
"The later it gets the harder it is for me to fall asleep . There's no one to talk to this late .
",0,1
"I miss  wah
",0,1
"Jury duty tomorrow so don't want to go ...
",0,1
"I got a banging ass headache
",0,0
"When females about to suck dick they b like \Don't Look At Me "" or you keep makin eye contact----that's when u know shit bout 2 get real ! ""
",1,0
" I miss you !!!! Over winter break we need to get together !
",1,1
"I want some sneakers yo
",0,0
"AINT NO FEELINGSS IN THS SHT
",1,0
"â  : Off twitter . My Tasha comin to the o â//tell her to go to g5 with you too
",1,0
"I miss my boyfriend !
",0,0
" & I are so pitiful today
",0,1
"Ion fuck with twitter like that . I gotta life .
",0,0
"Driving the psstt to the konk
",1,1
"Cracked the back of my phone
",0,0
" cause it was so hot
",1,1
"Is it football season yet ?
",1,1
"I misss them
",0,1
"I don't like this movie .
",0,0
"Really though people are please don't say nothing to me right now beyond pissed
",0,0
"Why you so annoyed diyah ?
",0,0
"My snapchat wont show me any of my snaps
",0,1
"well I went 2-1 for my first meet
",1,1
"But man he doesn't let me .
",0,1
"omw to the hole
",0,0
"Had a good talk with my love
",1,0
"liers come in every shape & form don't put nothing pass no hoeâ¼ï¸
",0,0
" Lol not if you have a boyfriend deff not a option happens to the best of us
",1,1
" aww lucky !! Wish I could see them again .
",0,1
"Anyone wanna go out to eat tomorrow ? âºï¸
",0,1
"Being held by her tonight
",1,0
"I swear I'm irritate
",0,0
"You guys in math need to chill
",1,1
"Had the worst dream woke up crying
",0,1
" you must be really hungry fam
",1,0
"Wow they know how to ruin a good mood
",0,1
"Last week of school & I'm done for 2 weeks ! #2springbreaks #excited
",1,1
"My senior pics came out poppin
",1,0
"  you know i love it when you say that hun
",1,1
"\  : One thing I can say mfer hate to see you smile .... """"
",0,0
"No ac upstairs too hot to use the bathroom
",0,1
" and I love seein your pretty face my love !!
",1,1
"Y'all got bfs but hitting my line
",1,0
"Some girl just shit on the floor then stepped in it . #karma
",1,1
"HAHAHAHA at the conversation  and I just had #dying
",1,1
"I wish I had a cabin
",0,1
"I ride with my boys
",1,0
"My life is a bore .. & it's my own fault
",0,1
"â  : Niyah Here â
",0,0
"Nothing but smile âº
",1,1
"Phee the only nigga I kno who talk bout his bitches all day telling the same story over and over
",0,0
"â  : I love this lil emoji âit look kinda thirsty lol
",1,0
"My coach informed me I can have a cheat meal tonight
",1,1
"I love sad movies except when there isn't anyone there to watch it with me
",0,1
"I wish I were home so I could see and talk to you
",0,1
"Tryna be funnyâ Bitch we good
",1,0
"How I lost 100 dollars is beyond me
",0,1
"But .. I had a good day â
",1,0
"Damn I go back to school next week
",0,0
" not fair
",0,1
" ahhhh i hopppe
",1,1
"I miss it too
",0,1
"I wish this could be easier .
",0,1
"  I don't remember I fell asleep
",1,1
" you give up on view . js v2 ?
",1,1
"I need famale friends
",1,0
"kanika dont make me march time 8 in yo asx
",1,0
"My dentist has a Cadillac with a corvette engine , and transmission .
",1,1
"Please let me fall asleep soon I'm never waking up for nutrition tomorrow
",0,1
", lOll wen they left us alone by the gate >>>>>>>>>>>>> : ))))))
",1,0
" you better than me in ball
",1,0
"She's my childhood best friend and every time she's here were inseparable ! #SorryNotSorry
",1,1
" I'll be fine ! I do this basically every week . I'm just more tired than usual this time haha
",1,1
"â  : Girl really be like \let me fuck this nigga day up "" lol , shit funny tho ! â ""
",1,0
"CANT WAIT TO BE REUNTED AND HAVE MORE ADVENTURES WITH ME LOVE KINZ 
",1,1
"Bouta find something to do , it's so ASS !
",0,0
"You slut . That picture is terrible , i think ill rethink about them pictures of Lexi
",1,1
"We are suppose to get 3-5 inches of snow in the next 24 hours and I'm definitely not looking forward to the drive to work in the morning .
",0,1
"Wake up with a headache
",0,0
"When people try and cheer me up >>>
",1,1
"I wanted to dye my hair red since before summer , but since everybody is doing it I'm not going to
",0,1
"Rap on my name .... Cause you want a lil fame
",1,0
"I left his ass at the gas station in Beecher and made that ass walk home it ain't nomo love for you bitch !
",1,0
" I miss you too I'm playing soccer mom and then have orientation tomorrow next week ?
",0,1
"  stop playing with my lil bro girl
",1,0
"And I miss Mikey , I jus wanna cuddle and give him all tha hugs n kisses
",1,0
" right ! Its a good thing I have WiFi . But I get no texts
",0,1
"11:25 <<<<<<< -_________-
",0,0
"â  :  here we go âlook at my last tweet
",1,0
"I can't wait to watch the polar express over and over again
",1,1
"Ok not down down but I hate lames
",0,0
" car I'm so screwed
",0,1
"broke girl probs
",0,1
"State Line , Seven Miles #coloradoherewecome #almosthome
",1,1
" and you got me the nemo beach bag and towel !!!! Hahaha don't think I've forgotten about that
",1,1
